class_label,support,predicted_count,true_positive,recall,precision,evaluation_phase,scenario,model_family,model,representation,seed
acetaminophen,7,9,2,0.2857142857142857,0.2222222222222222,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
benzyl_fentanyl,20,21,8,0.4,0.38095238095238093,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
ethanol,5,2,2,0.4,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
ethyl_paraoxon,4,3,2,0.5,0.6666666666666666,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
4_ANPP,16,27,11,0.6875,0.4074074074074074,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
4_nitrophenol,9,3,3,0.3333333333333333,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
acetaminophen,7,5,2,0.2857142857142857,0.4,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
benzyl_fentanyl,20,20,5,0.25,0.25,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
ethanol,5,3,2,0.4,0.6666666666666666,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
ethyl_paraoxon,4,3,1,0.25,0.3333333333333333,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
4_ANPP,16,24,10,0.625,0.4166666666666667,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
4_nitrophenol,9,4,4,0.4444444444444444,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
acetaminophen,7,4,1,0.14285714285714285,0.25,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
benzyl_fentanyl,20,24,7,0.35,0.2916666666666667,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
ethanol,5,3,2,0.4,0.6666666666666666,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
ethyl_paraoxon,4,2,1,0.25,0.5,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
4_ANPP,16,15,12,0.75,0.8,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,1729
4_nitrophenol,9,8,7,0.7777777777777778,0.875,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,1729
acetaminophen,7,4,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,1729
benzyl_fentanyl,20,21,17,0.85,0.8095238095238095,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,1729
ethanol,5,4,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,1729
ethyl_paraoxon,4,9,3,0.75,0.3333333333333333,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,1729
4_ANPP,16,10,8,0.5,0.8,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,2718
4_nitrophenol,9,6,6,0.6666666666666666,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,2718
acetaminophen,7,5,1,0.14285714285714285,0.2,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,2718
benzyl_fentanyl,20,13,13,0.65,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,2718
ethanol,5,18,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,2718
ethyl_paraoxon,4,9,2,0.5,0.2222222222222222,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,2718
4_ANPP,16,20,12,0.75,0.6,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,3141
4_nitrophenol,9,12,8,0.8888888888888888,0.6666666666666666,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,3141
acetaminophen,7,3,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,3141
benzyl_fentanyl,20,17,14,0.7,0.8235294117647058,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,3141
ethanol,5,6,3,0.6,0.5,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,3141
ethyl_paraoxon,4,3,2,0.5,0.6666666666666666,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Agilent-3,siamese,deterministic_edge_triplet,derivative_1,3141
4_ANPP,3,8,2,0.6666666666666666,0.25,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
4_nitrophenol,0,1,0,,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
acetaminophen,7,3,2,0.2857142857142857,0.6666666666666666,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
benzyl_fentanyl,11,9,9,0.8181818181818182,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
4_ANPP,3,10,3,1.0,0.3,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
acetaminophen,7,2,2,0.2857142857142857,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
benzyl_fentanyl,11,9,9,0.8181818181818182,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
4_ANPP,3,11,3,1.0,0.2727272727272727,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
acetaminophen,7,1,1,0.14285714285714285,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
benzyl_fentanyl,11,9,9,0.8181818181818182,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
4_ANPP,3,11,2,0.6666666666666666,0.18181818181818182,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,linear_svm,arpls_minmax,2026
acetaminophen,7,0,0,0.0,,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,linear_svm,arpls_minmax,2026
benzyl_fentanyl,11,9,9,0.8181818181818182,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,linear_svm,arpls_minmax,2026
blank,0,1,0,,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,linear_svm,arpls_minmax,2026
4_ANPP,3,10,2,0.6666666666666666,0.2,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,linear_svm,derivative_1,2026
acetaminophen,7,1,1,0.14285714285714285,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,linear_svm,derivative_1,2026
benzyl_fentanyl,11,8,8,0.7272727272727273,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,linear_svm,derivative_1,2026
blank,0,2,0,,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,linear_svm,derivative_1,2026
4_ANPP,3,11,3,1.0,0.2727272727272727,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,linear_svm,minimal_minmax,2026
acetaminophen,7,3,3,0.42857142857142855,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,linear_svm,minimal_minmax,2026
benzyl_fentanyl,11,7,6,0.5454545454545454,0.8571428571428571,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,linear_svm,minimal_minmax,2026
4_ANPP,3,10,2,0.6666666666666666,0.2,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,nearest_centroid,arpls_minmax,2026
acetaminophen,7,2,1,0.14285714285714285,0.5,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,nearest_centroid,arpls_minmax,2026
benzyl_fentanyl,11,8,7,0.6363636363636364,0.875,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,nearest_centroid,arpls_minmax,2026
blank,0,1,0,,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,nearest_centroid,arpls_minmax,2026
4_ANPP,3,10,3,1.0,0.3,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,nearest_centroid,derivative_1,2026
acetaminophen,7,0,0,0.0,,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,nearest_centroid,derivative_1,2026
benzyl_fentanyl,11,11,11,1.0,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,nearest_centroid,derivative_1,2026
4_ANPP,3,2,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,nearest_centroid,minimal_minmax,2026
acetaminophen,7,14,7,1.0,0.5,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,nearest_centroid,minimal_minmax,2026
benzyl_fentanyl,11,2,2,0.18181818181818182,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,nearest_centroid,minimal_minmax,2026
ethanol,0,3,0,,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,nearest_centroid,minimal_minmax,2026
4_ANPP,3,10,3,1.0,0.3,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,pca_logistic,arpls_minmax,2026
acetaminophen,7,2,2,0.2857142857142857,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,pca_logistic,arpls_minmax,2026
benzyl_fentanyl,11,9,9,0.8181818181818182,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,pca_logistic,arpls_minmax,2026
4_ANPP,3,7,3,1.0,0.42857142857142855,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,pca_logistic,derivative_1,2026
acetaminophen,7,0,0,0.0,,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,pca_logistic,derivative_1,2026
benzyl_fentanyl,11,11,11,1.0,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,pca_logistic,derivative_1,2026
ethyl_paraoxon,0,3,0,,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,pca_logistic,derivative_1,2026
4_ANPP,3,5,3,1.0,0.6,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,pca_logistic,minimal_minmax,2026
4_nitrophenol,0,4,0,,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,pca_logistic,minimal_minmax,2026
acetaminophen,7,0,0,0.0,,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,pca_logistic,minimal_minmax,2026
benzyl_fentanyl,11,10,10,0.9090909090909091,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,pca_logistic,minimal_minmax,2026
blank,0,2,0,,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,classical,pca_logistic,minimal_minmax,2026
4_ANPP,3,10,2,0.6666666666666666,0.2,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
acetaminophen,7,1,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
benzyl_fentanyl,11,10,8,0.7272727272727273,0.8,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,1729
4_ANPP,3,11,3,1.0,0.2727272727272727,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
acetaminophen,7,1,1,0.14285714285714285,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
benzyl_fentanyl,11,9,9,0.8181818181818182,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,2718
4_ANPP,3,11,3,1.0,0.2727272727272727,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
acetaminophen,7,1,1,0.14285714285714285,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
benzyl_fentanyl,11,9,9,0.8181818181818182,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,dae,c8x16_z64_spectral_composite_mixed_uniform,arpls_minmax,3141
4_ANPP,3,8,3,1.0,0.375,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,siamese,deterministic_edge_triplet,derivative_1,1729
acetaminophen,7,2,2,0.2857142857142857,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,siamese,deterministic_edge_triplet,derivative_1,1729
benzyl_fentanyl,11,11,10,0.9090909090909091,0.9090909090909091,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,siamese,deterministic_edge_triplet,derivative_1,1729
4_ANPP,3,8,3,1.0,0.375,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,siamese,deterministic_edge_triplet,derivative_1,2718
acetaminophen,7,1,1,0.14285714285714285,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,siamese,deterministic_edge_triplet,derivative_1,2718
benzyl_fentanyl,11,11,10,0.9090909090909091,0.9090909090909091,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,siamese,deterministic_edge_triplet,derivative_1,2718
ethanol,0,1,0,,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,siamese,deterministic_edge_triplet,derivative_1,2718
4_ANPP,3,7,3,1.0,0.42857142857142855,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,siamese,deterministic_edge_triplet,derivative_1,3141
acetaminophen,7,2,2,0.2857142857142857,1.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,siamese,deterministic_edge_triplet,derivative_1,3141
benzyl_fentanyl,11,12,11,1.0,0.9166666666666666,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-1,siamese,deterministic_edge_triplet,derivative_1,3141
acetaminophen,2,1,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-2,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
benzyl_fentanyl,1,0,0,0.0,,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-2,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
blank,0,2,0,,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-2,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,1729
acetaminophen,2,1,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-2,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
benzyl_fentanyl,1,0,0,0.0,,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-2,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
blank,0,2,0,,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-2,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,2718
acetaminophen,2,1,0,0.0,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-2,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
benzyl_fentanyl,1,0,0,0.0,,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-2,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
blank,0,2,0,,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-2,ae,c8x16_z64_spectral_composite_clean,arpls_minmax,3141
4_ANPP,0,1,0,,0.0,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-2,classical,linear_svm,arpls_minmax,2026
acetaminophen,2,0,0,0.0,,domain_transfer,domain__quality_pass__domain_and_sample__instrument__Mira-2,classical,linear_svm,arpls_minmax,2026
